'Elapsed time',PCG
'0:09.724',-200
'0:09.727',-2800
'0:09.730',-4000
'0:09.733',-4200
'0:09.736',-3400
'0:09.739',-1800
'0:09.742',0
'0:09.745',2000
'0:09.748',2600
'0:09.751',3000
'0:09.754',3200
'0:09.757',3600
'0:09.760',2400
'0:09.763',-800
'0:09.766',-2800
'0:09.769',-800
'0:09.772',1600
'0:09.775',400
'0:09.778',-2800
'0:09.781',-5200
'0:09.784',-4200
'0:09.787',-200
'0:09.790',600
'0:09.793',-800
'0:09.796',-1200
'0:09.799',-2600
'0:09.802',-3400
'0:09.805',-1400
'0:09.808',600
'0:09.811',1200
'0:09.814',2200
'0:09.817',3600
'0:09.820',4000
'0:09.823',3200
'0:09.826',2600
'0:09.829',600
'0:09.832',-1600
'0:09.835',-2600
'0:09.838',-1800
'0:09.841',-800
'0:09.844',-600
'0:09.847',-800
'0:09.850',-400
'0:09.853',800
'0:09.856',4400
'0:09.859',8800
'0:09.862',-4200
'0:09.865',-24200
'0:09.868',-15600
'0:09.871',13200
'0:09.874',20400
'0:09.877',1200
'0:09.880',-8200
'0:09.883',4000
'0:09.886',11800
'0:09.889',1000
'0:09.892',-8200
'0:09.895',-6800
'0:09.898',-2800
'0:09.901',-3400
'0:09.904',-6000
'0:09.907',-5800
'0:09.910',-1800
'0:09.913',2600
'0:09.916',4400
'0:09.919',3400
'0:09.922',3400
'0:09.925',6200
'0:09.928',4400
'0:09.931',1200
'0:09.934',800
'0:09.937',3000
'0:09.940',1800
'0:09.943',-2000
'0:09.946',-5000
'0:09.949',-5800
'0:09.952',-5800
'0:09.955',-5000
'0:09.958',-4000
'0:09.961',-2800
'0:09.964',-1000
'0:09.967',800
'0:09.970',2000
'0:09.973',2400
'0:09.976',2200
'0:09.979',1600
'0:09.982',1000
'0:09.985',1800
'0:09.988',2600
'0:09.991',3000
'0:09.994',2600
'0:09.997',2200
'0:10.000',2000
'0:10.003',1800
'0:10.006',1400
'0:10.009',400
'0:10.012',-1600
'0:10.015',-2400
'0:10.018',-1800
'0:10.021',-3400
'0:10.024',-8800
'0:10.027',-11000
'0:10.030',-4600
'0:10.033',3600
'0:10.036',5400
'0:10.039',2800
'0:10.042',1800
'0:10.045',800
'0:10.048',-4400
'0:10.051',-8400
'0:10.054',-4200
'0:10.057',4600
'0:10.060',11400
'0:10.063',10200
'0:10.066',2000
'0:10.069',-5800
'0:10.072',-9000
'0:10.075',-7800
'0:10.078',-4400
'0:10.081',400
'0:10.084',5600
'0:10.087',8400
'0:10.090',6600
'0:10.093',2000
'0:10.096',-1600
'0:10.099',-2600
'0:10.102',-1600
'0:10.105',200
'0:10.108',-1000
'0:10.111',-4200
'0:10.114',-2000
'0:10.117',6200
'0:10.120',9600
'0:10.123',3600
'0:10.126',-5200
'0:10.129',-8000
'0:10.132',-5400
'0:10.135',-2000
'0:10.138',-1400
'0:10.141',-1800
'0:10.144',-400
'0:10.147',200
'0:10.150',-200
'0:10.153',-400
'0:10.156',600
'0:10.159',2200
'0:10.162',2200
'0:10.165',1200
'0:10.168',-600
'0:10.171',-1600
'0:10.174',-1000
'0:10.177',600
'0:10.180',800
'0:10.183',600
'0:10.186',1000
'0:10.189',1800
'0:10.192',1800
'0:10.195',600
'0:10.198',-1000
'0:10.201',-1800
'0:10.204',-2200
'0:10.207',-3200
'0:10.210',-4400
'0:10.213',-5800
'0:10.216',-4600
'0:10.219',1400
'0:10.222',4800
'0:10.225',4800
'0:10.228',3600
'0:10.231',1200
'0:10.234',-2600
'0:10.237',-5200
'0:10.240',-3600
'0:10.243',1800
'0:10.246',6000
'0:10.249',5400
'0:10.252',2200
'0:10.255',400
'0:10.258',0
'0:10.261',-1200
'0:10.264',-3000
'0:10.267',-3600
'0:10.270',-2200
'0:10.273',-1000
'0:10.276',-1000
'0:10.279',-2800
'0:10.282',-1200
'0:10.285',6600
'0:10.288',12800
'0:10.291',7400
'0:10.294',-6200
'0:10.297',-14400
'0:10.300',-11600
'0:10.303',-1600
'0:10.306',6800
'0:10.309',7800
'0:10.312',3200
'0:10.315',-2200
'0:10.318',-5200
'0:10.321',-4400
'0:10.324',-2200
'0:10.327',400
'0:10.330',1400
'0:10.333',600
'0:10.336',400
'0:10.339',800
'0:10.342',2200
'0:10.345',3200
'0:10.348',3000
'0:10.351',3400
'0:10.354',1800
'0:10.357',0
'0:10.360',-2000
'0:10.363',-3600
'0:10.366',-4400
'0:10.369',-4400
'0:10.372',-4400
'0:10.375',-3800
'0:10.378',-3000
'0:10.381',-1400
'0:10.384',400
'0:10.387',1400
'0:10.390',1600
'0:10.393',1400
'0:10.396',1000
'0:10.399',800
'0:10.402',600
'0:10.405',400
'0:10.408',600
'0:10.411',1400
'0:10.414',2400
'0:10.417',2600
'0:10.420',2000
'0:10.423',1400
'0:10.426',600
'0:10.429',-200
'0:10.432',-800
'0:10.435',-800
'0:10.438',-400
'0:10.441',-200
'0:10.444',-600
'0:10.447',-1400
'0:10.450',-2600
'0:10.453',-4800
'0:10.456',-4000
'0:10.459',3000
'0:10.462',6600
'0:10.465',400
'0:10.468',-5800
'0:10.471',-5600
'0:10.474',-2600
'0:10.477',1600
'0:10.480',6000
'0:10.483',7000
'0:10.486',200
'0:10.489',-8800
'0:10.492',-10000
'0:10.495',-2600
'0:10.498',6600
'0:10.502',11000
'0:10.505',8000
'0:10.508',200
'0:10.511',-7800
'0:10.514',-10800
'0:10.517',-8000
'0:10.520',-2800
'0:10.523',6600
'0:10.526',18000
'0:10.529',14800
'0:10.532',-200
'0:10.535',-8800
'0:10.538',-7600
'0:10.541',-6000
'0:10.544',-6000
'0:10.547',-4400
'0:10.550',-800
'0:10.553',1400
'0:10.556',2000
'0:10.559',2800
'0:10.562',3600
'0:10.565',4000
'0:10.568',3000
'0:10.571',2000
'0:10.574',-400
'0:10.577',-2600
'0:10.580',-4000
'0:10.583',-4400
'0:10.586',-4000
'0:10.589',-3400
'0:10.592',-2200
'0:10.595',-200
'0:10.598',1000
'0:10.601',1800
'0:10.604',2000
'0:10.607',1800
'0:10.610',1200
'0:10.613',800
'0:10.616',800
'0:10.619',1800
'0:10.622',2600
'0:10.625',2000
'0:10.628',1400
'0:10.631',1200
'0:10.634',1600
'0:10.637',800
'0:10.640',-800
'0:10.643',-2400
'0:10.646',-4200
'0:10.649',-6400
'0:10.652',-8600
'0:10.655',-5400
'0:10.658',1200
'0:10.661',5400
'0:10.664',6000
'0:10.667',2000
'0:10.670',-3600
'0:10.673',-5200
'0:10.676',-3400
'0:10.679',-800
'0:10.682',3800
'0:10.685',7000
'0:10.688',7400
'0:10.691',6000
'0:10.694',3200
'0:10.697',-800
'0:10.700',-4000
'0:10.703',-4600
'0:10.706',-4200
'0:10.709',-3600
'0:10.712',-2600
'0:10.715',-1400
'0:10.718',-1000
'0:10.721',-400
'0:10.724',800
'0:10.727',1800
'0:10.730',1400
'0:10.733',400
'0:10.736',-200
'0:10.739',-600
'0:10.742',-1000
'0:10.745',-800
'0:10.748',-400
'0:10.751',-600
'0:10.754',-1400
'0:10.757',-1600
'0:10.760',-1000
'0:10.763',200
'0:10.766',600
'0:10.769',400
'0:10.772',-400
'0:10.775',-600
'0:10.778',400
'0:10.781',1200
'0:10.784',1000
'0:10.787',-2600
'0:10.790',-800
'0:10.793',9200
'0:10.796',13600
'0:10.799',2400
'0:10.802',-5000
'0:10.805',-3000
'0:10.808',-1400
'0:10.811',-4400
'0:10.814',-5600
'0:10.817',-3800
'0:10.820',-2000
'0:10.823',-1000
'0:10.826',-600
'0:10.829',1200
'0:10.832',1400
'0:10.835',1600
'0:10.838',1200
'0:10.841',1200
'0:10.844',400
'0:10.847',-600
'0:10.850',-1200
'0:10.853',-1800
'0:10.856',-1800
'0:10.859',-1200
'0:10.862',400
'0:10.865',400
'0:10.868',-1000
'0:10.871',-2200
'0:10.874',-2000
'0:10.877',-200
'0:10.880',1400
'0:10.883',1400
'0:10.886',1200
'0:10.889',2000
'0:10.892',2600
'0:10.895',2000
'0:10.898',-3800
'0:10.901',-5600
'0:10.904',200
'0:10.907',4800
'0:10.910',1600
'0:10.913',-1400
'0:10.916',-2600
'0:10.919',-4200
'0:10.922',-6400
'0:10.925',-4000
'0:10.928',1600
'0:10.931',7800
'0:10.934',9400
'0:10.937',7000
'0:10.940',600
'0:10.943',-6000
'0:10.946',-8800
'0:10.949',-6600
'0:10.952',-400
'0:10.955',4200
'0:10.958',5600
'0:10.961',3200
'0:10.964',0
'0:10.967',-2400
'0:10.970',-2200
'0:10.973',-2400
'0:10.976',-1800
'0:10.979',-1200
'0:10.982',-200
'0:10.985',400
'0:10.988',2000
'0:10.991',2200
'0:10.994',2400
'0:10.997',1800
'0:11.000',1000
'0:11.003',800
'0:11.006',400
'0:11.009',-800
'0:11.012',-1600
'0:11.015',-1800
'0:11.018',-2600
'0:11.021',-2600
'0:11.024',-2600
'0:11.027',-1600
'0:11.030',-1000
'0:11.033',-600
'0:11.036',-1000
'0:11.039',-1000
'0:11.042',-1000
'0:11.045',-800
'0:11.048',-200
'0:11.051',-800
'0:11.054',0
'0:11.057',0
'0:11.060',2400
'0:11.063',3200
'0:11.066',3600
'0:11.069',2800
'0:11.072',2400
'0:11.075',1600
'0:11.078',200
'0:11.081',-1200
'0:11.084',-3000
'0:11.087',-4200
'0:11.090',-6600
'0:11.093',-4200
'0:11.096',0
'0:11.099',4400
'0:11.102',4600
'0:11.105',2800
'0:11.108',-800
'0:11.111',-3600
'0:11.114',-400
'0:11.117',400
'0:11.120',400
'0:11.123',1000
'0:11.126',2200
'0:11.129',2200
'0:11.132',0
'0:11.135',-2200
'0:11.138',-3400
'0:11.141',-5000
'0:11.144',-4600
'0:11.147',-3800
'0:11.150',-2800
'0:11.153',-1200
'0:11.156',200
'0:11.159',2200
'0:11.162',3000
'0:11.165',3400
'0:11.168',3400
'0:11.171',3200
'0:11.174',3000
'0:11.177',2400
'0:11.180',2200
'0:11.183',1000
'0:11.186',-400
'0:11.189',-2400
'0:11.192',-3600
'0:11.195',0
'0:11.198',4200
'0:11.201',1200
'0:11.204',-7800
'0:11.207',-10000
'0:11.210',-4400
'0:11.213',0
'0:11.216',1200
'0:11.219',1600
'0:11.222',3600
'0:11.225',5400
'0:11.228',4600
'0:11.231',2200
'0:11.234',-600
'0:11.237',-2800
'0:11.240',-3400
'0:11.243',-3800
'0:11.246',-3400
'0:11.249',-1200
'0:11.252',0
'0:11.255',-200
'0:11.258',-1000
'0:11.261',-1600
'0:11.264',-1600
'0:11.267',-600
'0:11.270',-200
'0:11.273',1600
'0:11.276',2400
'0:11.279',3400
'0:11.282',4000
'0:11.285',2600
'0:11.288',1000
'0:11.291',400
'0:11.294',-400
'0:11.297',-1000
'0:11.300',-1800
'0:11.303',-2400
'0:11.306',-2000
'0:11.309',-2000
'0:11.312',-2000
'0:11.315',-1400
'0:11.318',-1800
'0:11.321',-1000
'0:11.324',-200
'0:11.327',1800
'0:11.330',4200
'0:11.333',800
'0:11.336',-5200
'0:11.339',-5200
'0:11.342',2000
'0:11.345',8400
'0:11.348',7800
'0:11.351',4600
'0:11.354',2400
'0:11.357',-2200
'0:11.360',-8400
'0:11.363',-10200
'0:11.366',-4600
'0:11.369',4000
'0:11.372',5800
'0:11.375',1400
'0:11.378',3000
'0:11.381',5400
'0:11.384',-4000
'0:11.387',-15200
'0:11.390',-12400
'0:11.393',600
'0:11.396',5000
'0:11.399',1400
'0:11.402',-200
'0:11.405',2600
'0:11.408',3400
'0:11.411',1200
'0:11.414',200
'0:11.417',800
'0:11.420',1600
'0:11.423',1800
'0:11.426',2200
'0:11.429',2600
'0:11.432',2600
'0:11.435',1600
'0:11.438',-200
'0:11.441',-3200
'0:11.444',-8200
'0:11.447',-8200
'0:11.450',1600
'0:11.453',13400
'0:11.456',13200
'0:11.459',-200
'0:11.462',-12800
'0:11.465',-14800
'0:11.468',-6400
'0:11.471',2400
'0:11.474',4000
'0:11.477',1000
'0:11.480',-1000
'0:11.483',-2800
'0:11.486',-5000
'0:11.489',-5200
'0:11.492',-1800
'0:11.495',3800
'0:11.498',7000
'0:11.502',7200
'0:11.505',5400
'0:11.508',4200
'0:11.511',2800
'0:11.514',1000
'0:11.517',-1000
'0:11.520',-1800
'0:11.523',-2200
'0:11.526',-5000
'0:11.529',-5400
'0:11.532',-600
'0:11.535',2200
'0:11.538',2200
'0:11.541',1000
'0:11.544',-1200
'0:11.547',-4600
'0:11.550',-7600
'0:11.553',-6800
'0:11.556',-1000
'0:11.559',6000
'0:11.562',7800
'0:11.565',5400
'0:11.568',2800
'0:11.571',800
'0:11.574',-2200
'0:11.577',-4400
'0:11.580',-4400
'0:11.583',-2200
'0:11.586',-1200
'0:11.589',-1000
'0:11.592',-400
'0:11.595',600
'0:11.598',800
'0:11.601',1000
'0:11.604',1400
'0:11.607',1800
'0:11.610',1800
'0:11.613',2000
'0:11.616',2200
'0:11.619',2200
'0:11.622',1200
'0:11.625',-600
'0:11.628',-2200
'0:11.631',-2800
'0:11.634',-3000
'0:11.637',-2800
'0:11.640',-3000
'0:11.643',-2400
'0:11.646',-1200
'0:11.649',-200
'0:11.652',-200
'0:11.655',0
'0:11.658',400
'0:11.661',1200
'0:11.664',1600
'0:11.667',1800
'0:11.670',1800
'0:11.673',800
'0:11.676',-200
'0:11.679',-600
'0:11.682',0
'0:11.685',400
'0:11.688',-1000
'0:11.691',-2000
'0:11.694',600
'0:11.697',5600
'0:11.700',7000
'0:11.703',1000
'0:11.706',-6400
'0:11.709',-8000
'0:11.712',-4600
'0:11.715',0
'0:11.718',600
'0:11.721',-1800
'0:11.724',-3800
'0:11.727',-3800
'0:11.730',-2600
'0:11.733',-1000
'0:11.736',400
'0:11.739',2400
'0:11.742',3400
'0:11.745',3600
'0:11.748',3400
'0:11.751',3000
'0:11.754',2200
'0:11.757',1200
'0:11.760',400
'0:11.763',-200
'0:11.766',0
'0:11.769',1600
'0:11.772',3800
'0:11.775',3000
'0:11.778',-3800
'0:11.781',-11400
'0:11.784',-9600
'0:11.787',-400
'0:11.790',5400
'0:11.793',5000
'0:11.796',3400
'0:11.799',2000
'0:11.802',-2800
'0:11.805',-9400
'0:11.808',-9400
'0:11.811',-1800
'0:11.814',6600
'0:11.817',9600
'0:11.820',6800
'0:11.823',600
'0:11.826',-6200
'0:11.829',-10800
'0:11.832',-10800
'0:11.835',-4800
'0:11.838',3000
'0:11.841',8000
'0:11.844',8600
'0:11.847',6000
'0:11.850',3000
'0:11.853',0
'0:11.856',-3000
'0:11.859',-2000
'0:11.862',2400
'0:11.865',4400
'0:11.868',1800
'0:11.871',200
'0:11.874',-400
'0:11.877',-3400
'0:11.880',-8000
'0:11.883',-8800
'0:11.886',-5200
'0:11.889',-600
'0:11.892',3200
'0:11.895',5800
'0:11.898',8600
'0:11.901',9600
'0:11.904',6800
'0:11.907',3200
'0:11.910',-800
'0:11.913',-5000
'0:11.916',-8000
'0:11.919',-8600
'0:11.922',-7800
'0:11.925',-5600
'0:11.928',-2400
'0:11.931',200
'0:11.934',1000
'0:11.937',1200
'0:11.940',1000
'0:11.943',200
'0:11.946',-1000
'0:11.949',-1200
'0:11.952',-600
'0:11.955',600
'0:11.958',0
'0:11.961',-1800
'0:11.964',-1200
'0:11.967',1400
'0:11.970',5400
'0:11.973',10400
'0:11.976',11200
'0:11.979',8600
'0:11.982',2000
'0:11.985',-7600
'0:11.988',-13200
'0:11.991',-13600
'0:11.994',-11400
'0:11.997',-4800
'0:12.000',3200
'0:12.003',7600
'0:12.006',8800
'0:12.009',8200
'0:12.012',5000
'0:12.015',1600
'0:12.018',-1000
'0:12.021',-2400
'0:12.024',-3200
'0:12.027',-3400
'0:12.030',-2800
'0:12.033',-1000
'0:12.036',200
'0:12.039',800
'0:12.042',1000
'0:12.045',1400
'0:12.048',1000
'0:12.051',-400
'0:12.054',-1400
'0:12.057',-1000
'0:12.060',-400
'0:12.063',200
'0:12.066',0
'0:12.069',-1200
'0:12.072',-2400
'0:12.075',-3000
'0:12.078',-2400
'0:12.081',-1200
'0:12.084',-600
'0:12.087',-400
'0:12.090',200
'0:12.093',800
'0:12.096',1000
'0:12.099',600
'0:12.102',400
'0:12.105',600
'0:12.108',1600
'0:12.111',400
'0:12.114',-1800
'0:12.117',-1200
'0:12.120',1200
'0:12.123',3000
'0:12.126',2800
'0:12.129',1400
'0:12.132',200
'0:12.135',-800
'0:12.138',-1800
'0:12.141',-2800
'0:12.144',-2600
'0:12.147',-1600
'0:12.150',-600
'0:12.153',-200
'0:12.156',200
'0:12.159',800
'0:12.162',1200
'0:12.165',400
'0:12.168',-1000
'0:12.171',-1400
'0:12.174',-600
'0:12.177',0
'0:12.180',-200
'0:12.183',-800
'0:12.186',-1400
'0:12.189',-1800
'0:12.192',-1200
'0:12.195',-200
'0:12.198',800
'0:12.201',1200
'0:12.204',1800
'0:12.207',2800
'0:12.210',3600
'0:12.213',2600
'0:12.216',-2200
'0:12.219',-4600
'0:12.222',1600
'0:12.225',6200
'0:12.228',1600
'0:12.231',-4400
'0:12.234',-5200
'0:12.237',-3800
'0:12.240',-5000
'0:12.243',-6400
'0:12.246',-5200
'0:12.249',-600
'0:12.252',5400
'0:12.255',8000
'0:12.258',4200
'0:12.261',-2200
'0:12.264',-6600
'0:12.267',-6800
'0:12.270',-2600
'0:12.273',3200
'0:12.276',7000
'0:12.279',7400
'0:12.282',5000
'0:12.285',1800
'0:12.288',-600
'0:12.291',-2200
'0:12.294',-3200
'0:12.297',-3400
'0:12.300',-2400
'0:12.303',-1200
'0:12.306',0
'0:12.309',800
'0:12.312',800
'0:12.315',600
'0:12.318',800
'0:12.321',800
'0:12.324',600
'0:12.327',0
'0:12.330',-400
'0:12.333',200
'0:12.336',200
'0:12.339',-1400
'0:12.342',-2000
'0:12.345',-1400
'0:12.348',-1800
'0:12.351',-1800
'0:12.354',-600
'0:12.357',0
'0:12.360',-600
'0:12.363',-1600
'0:12.366',-1800
'0:12.369',-1400
'0:12.372',-800
'0:12.375',800
'0:12.378',600
'0:12.381',-200
'0:12.384',200
'0:12.387',1000
'0:12.390',1600
'0:12.393',1600
'0:12.396',1000
'0:12.399',200
'0:12.402',-1000
'0:12.405',-2200
'0:12.408',-3200
'0:12.411',-3600
'0:12.414',200
'0:12.417',4600
'0:12.420',5400
'0:12.423',4600
'0:12.426',3000
'0:12.429',-400
'0:12.432',-2800
'0:12.435',-3200
'0:12.438',-4000
'0:12.441',-4000
'0:12.444',-1000
'0:12.447',1800
'0:12.450',1800
'0:12.453',1000
'0:12.456',200
'0:12.459',-1200
'0:12.462',-2400
'0:12.465',-2600
'0:12.468',-1800
'0:12.471',-1400
'0:12.474',-1200
'0:12.477',-1000
'0:12.480',0
'0:12.483',1000
'0:12.486',1600
'0:12.489',1600
'0:12.492',1000
'0:12.495',1000
'0:12.498',1000
'0:12.502',1200
'0:12.505',1400
'0:12.508',1200
'0:12.511',800
'0:12.514',-200
'0:12.517',-1200
'0:12.520',-2000
'0:12.523',-2600
'0:12.526',-2800
'0:12.529',-2200
'0:12.532',-1600
'0:12.535',-400
'0:12.538',0
'0:12.541',-400
'0:12.544',-800
'0:12.547',-1200
'0:12.550',-1400
'0:12.553',-1000
'0:12.556',200
'0:12.559',2000
'0:12.562',3800
'0:12.565',4600
'0:12.568',4400
'0:12.571',3600
'0:12.574',2400
'0:12.577',600
'0:12.580',-1600
'0:12.583',-4000
'0:12.586',-5600
'0:12.589',-5400
'0:12.592',-4800
'0:12.595',-3800
'0:12.598',-2400
'0:12.601',-1600
'0:12.604',-1000
'0:12.607',-800
'0:12.610',-1200
'0:12.613',-1000
'0:12.616',-800
'0:12.619',400
'0:12.622',1800
'0:12.625',3200
'0:12.628',3800
'0:12.631',3600
'0:12.634',3200
'0:12.637',2800
'0:12.640',2200
'0:12.643',1800
'0:12.646',800
'0:12.649',0
'0:12.652',-600
'0:12.655',-800
'0:12.658',-2000
'0:12.661',-8400
'0:12.664',-11400
'0:12.667',-4400
'0:12.670',5000
'0:12.673',7000
'0:12.676',3800
'0:12.679',1800
'0:12.682',1800
'0:12.685',-1800
'0:12.688',-7200
'0:12.691',-6200
'0:12.694',1200
'0:12.697',9000
'0:12.700',11800
'0:12.703',7800
'0:12.706',-1800
'0:12.709',-10200
'0:12.712',-14600
'0:12.715',-13200
'0:12.718',-6800
'0:12.721',1600
'0:12.724',8000
'0:12.727',10800
'0:12.730',9600
'0:12.733',6000
'0:12.736',2400
'0:12.739',-200
'0:12.742',-2800
'0:12.745',-3800
'0:12.748',-3800
'0:12.751',-3200
'0:12.754',-2400
'0:12.757',-1600
'0:12.760',-1000
'0:12.763',-400
'0:12.766',0
'0:12.769',0
'0:12.772',200
'0:12.775',400
'0:12.778',-200
'0:12.781',-1200
'0:12.784',-1200
'0:12.787',-1200
'0:12.790',-1800
'0:12.793',-1400
'0:12.796',-400
'0:12.799',-200
'0:12.802',-1000
'0:12.805',-1200
'0:12.808',200
'0:12.811',1800
'0:12.814',2400
'0:12.817',2600
'0:12.820',2800
'0:12.823',2600
'0:12.826',2200
'0:12.829',2000
'0:12.832',2400
'0:12.835',2200
'0:12.838',1000
'0:12.841',-1000
'0:12.844',-2600
'0:12.847',-3800
'0:12.850',-5800
'0:12.853',-6000
'0:12.856',-800
'0:12.859',3200
'0:12.862',3000
'0:12.865',2000
'0:12.868',-400
'0:12.871',-3800
'0:12.874',-7200
'0:12.877',-7800
'0:12.880',-3000
'0:12.883',3000
'0:12.886',5800
'0:12.889',5200
'0:12.892',4400
'0:12.895',2800
'0:12.898',-400
'0:12.901',-3600
'0:12.904',-4400
'0:12.907',-3600
'0:12.910',-2400
'0:12.913',-1000
'0:12.916',0
'0:12.919',1200
'0:12.922',1600
'0:12.925',2000
'0:12.928',2600
'0:12.931',3000
'0:12.934',3000
'0:12.937',2400
'0:12.940',2200
'0:12.943',1400
'0:12.946',-200
'0:12.949',-1400
'0:12.952',-1600
'0:12.955',-2200
'0:12.958',-2800
'0:12.961',-3000
'0:12.964',-3000
'0:12.967',-1800
'0:12.970',-1600
'0:12.973',-1800
'0:12.976',-1600
'0:12.979',-1000
'0:12.982',400
'0:12.985',1000
'0:12.988',1200
'0:12.991',1200
'0:12.994',1000
'0:12.997',600
'0:13.000',200
'0:13.003',-200
'0:13.006',0
'0:13.009',600
'0:13.012',1000
'0:13.015',1000
'0:13.018',1200
'0:13.021',1800
'0:13.024',1800
'0:13.027',400
'0:13.030',-400
'0:13.033',-1000
'0:13.036',-2200
'0:13.039',-4400
'0:13.042',-5800
'0:13.045',-3800
'0:13.048',-800
'0:13.051',-200
'0:13.054',-600
'0:13.057',0
'0:13.060',1600
'0:13.063',2000
'0:13.066',1600
'0:13.069',1400
'0:13.072',1600
'0:13.075',2600
'0:13.078',2400
'0:13.081',1800
'0:13.084',800
'0:13.087',0
'0:13.090',-600
'0:13.093',-1000
'0:13.096',-1200
'0:13.099',-400
'0:13.102',800
'0:13.105',1800
'0:13.108',-1200
'0:13.111',-7200
'0:13.114',-5800
'0:13.117',3000
'0:13.120',7600
'0:13.123',4400
'0:13.126',-400
'0:13.129',-2600
'0:13.132',-5600
'0:13.135',-9200
'0:13.138',-9800
'0:13.141',-4800
'0:13.144',3200
'0:13.147',9200
'0:13.150',8800
'0:13.153',2000
'0:13.156',-5000
'0:13.159',-8000
'0:13.162',-5400
'0:13.165',1000
'0:13.168',7200
'0:13.171',10200
'0:13.174',8000
'0:13.177',3400
'0:13.180',-800
'0:13.183',-3400
'0:13.186',-5600
'0:13.189',-8000
'0:13.192',-4200
'0:13.195',5200
'0:13.198',6600
'0:13.201',-2600
'0:13.204',-7400
'0:13.207',-4600
'0:13.210',-1400
'0:13.213',-400
'0:13.216',2400
'0:13.219',5400
'0:13.222',8200
'0:13.225',9000
'0:13.228',6800
'0:13.231',4400
'0:13.234',0
'0:13.237',-6800
'0:13.240',-9000
'0:13.243',-8200
'0:13.246',-6600
'0:13.249',-5400
'0:13.252',-3800
'0:13.255',-2600
'0:13.258',-2200
'0:13.261',-2600
'0:13.264',-3000
'0:13.267',-2000
'0:13.270',600
'0:13.273',3000
'0:13.276',4600
'0:13.279',6000
'0:13.282',6200
'0:13.285',5400
'0:13.288',4400
'0:13.291',2800
'0:13.294',1000
'0:13.297',-2400
'0:13.300',-5800
'0:13.303',-3000
'0:13.306',3200
'0:13.309',5600
'0:13.312',2400
'0:13.315',-5600
'0:13.318',-10200
'0:13.321',-6400
'0:13.324',-2200
'0:13.327',-1400
'0:13.330',400
'0:13.333',3400
'0:13.336',5200
'0:13.339',5600
'0:13.342',4400
'0:13.345',1800
'0:13.348',-800
'0:13.351',-1800
'0:13.354',-2600
'0:13.357',-3000
'0:13.360',-2600
'0:13.363',-1000
'0:13.366',200
'0:13.369',1000
'0:13.372',1000
'0:13.375',-200
'0:13.378',-1000
'0:13.381',-1000
'0:13.384',-400
'0:13.387',-200
'0:13.390',-800
'0:13.393',-800
'0:13.396',-400
'0:13.399',-600
'0:13.402',-1000
'0:13.405',-1200
'0:13.408',-1000
'0:13.411',-400
'0:13.414',0
'0:13.417',600
'0:13.420',1200
'0:13.423',1000
'0:13.426',600
'0:13.429',600
'0:13.432',400
'0:13.435',600
'0:13.438',400
'0:13.441',200
'0:13.444',-400
'0:13.447',-1000
'0:13.450',-1400
'0:13.453',-1800
'0:13.456',-1400
'0:13.459',-800
'0:13.462',0
'0:13.465',600
'0:13.468',400
'0:13.471',400
'0:13.474',200
'0:13.477',200
'0:13.480',400
'0:13.483',600
'0:13.486',200
'0:13.489',-600
'0:13.492',-1200
'0:13.495',-1600
'0:13.498',-1000
'0:13.502',-200
'0:13.505',600
'0:13.508',600
'0:13.511',600
'0:13.514',600
'0:13.517',600
'0:13.520',400
'0:13.523',0
'0:13.526',-200
'0:13.529',-1000
'0:13.532',-1400
'0:13.535',-1200
'0:13.538',-200
'0:13.541',1200
'0:13.544',1800
'0:13.547',-400
'0:13.550',-4200
'0:13.553',-1400
'0:13.556',4000
'0:13.559',3000
'0:13.562',-1600
'0:13.565',-3200
'0:13.568',-1200
'0:13.571',-800
'0:13.574',-3600
'0:13.577',-5200
'0:13.580',-2200
'0:13.583',3800
'0:13.586',8000
'0:13.589',7800
'0:13.592',2800
'0:13.595',-3600
'0:13.598',-7400
'0:13.601',-7200
'0:13.604',-3200
'0:13.607',2000
'0:13.610',5600
'0:13.613',5200
'0:13.616',2400
'0:13.619',-600
'0:13.622',-2600
'0:13.625',-4000
'0:13.628',-4000
'0:13.631',-2600
'0:13.634',-600
'0:13.637',200
'0:13.640',400
'0:13.643',1200
'0:13.646',2000
'0:13.649',2000
'0:13.652',1400
'0:13.655',1200
'0:13.658',600
'0:13.661',400
'0:13.664',400
'0:13.667',0
'0:13.670',-200
'0:13.673',-200
'0:13.676',-600
'0:13.679',-2000
'0:13.682',-2400
'0:13.685',-2200
'0:13.688',-2000
'0:13.691',-2000
'0:13.694',-1600
'0:13.697',-400
'0:13.700',0
'0:13.703',0
'0:13.706',600
'0:13.709',1800
'0:13.712',2200
'0:13.715',2200
'0:13.718',2200
'0:13.721',2000
'0:13.724',1400
'0:13.727',200
'0:13.730',-1200
'0:13.733',-1800
'0:13.736',-1400
'0:13.739',-1800
'0:13.742',-3000
'0:13.745',-4600
'0:13.748',-2400
'0:13.751',3000
'0:13.754',5000
'0:13.757',3400
'0:13.760',1600
'0:13.763',-200
'0:13.766',-1400
'0:13.769',-3400
'0:13.772',-6000
'0:13.775',-5800
'0:13.778',-1000
'0:13.781',4000
'0:13.784',5400
'0:13.787',3400
'0:13.790',1400
'0:13.793',0
'0:13.796',-1600
'0:13.799',-2800
'0:13.802',-2600
'0:13.805',-1600
'0:13.808',-1000
'0:13.811',-1000
'0:13.814',-800
