'Elapsed time',PCG
'0:04.252',400
'0:04.255',800
'0:04.258',400
'0:04.261',0
'0:04.264',-200
'0:04.267',-1000
'0:04.270',-1600
'0:04.273',-2200
'0:04.276',-3600
'0:04.279',-5200
'0:04.282',-6000
'0:04.285',-5800
'0:04.288',-6000
'0:04.291',-5200
'0:04.294',-3000
'0:04.297',-1400
'0:04.300',600
'0:04.303',3200
'0:04.306',2200
'0:04.309',1200
'0:04.312',-200
'0:04.315',-1200
'0:04.318',-2400
'0:04.321',-3400
'0:04.324',-4000
'0:04.327',-4000
'0:04.330',-4000
'0:04.333',-3800
'0:04.336',-3600
'0:04.339',-3000
'0:04.342',-2200
'0:04.345',-1400
'0:04.348',-400
'0:04.351',-200
'0:04.354',-600
'0:04.357',-600
'0:04.360',-600
'0:04.363',-200
'0:04.366',400
'0:04.369',800
'0:04.372',1200
'0:04.375',3000
'0:04.378',4400
'0:04.381',2800
'0:04.384',2000
'0:04.387',3800
'0:04.390',3800
'0:04.393',1800
'0:04.396',1000
'0:04.399',1200
'0:04.402',0
'0:04.405',-600
'0:04.408',-1000
'0:04.411',-1800
'0:04.414',-3400
'0:04.417',-4200
'0:04.420',-4400
'0:04.423',-4400
'0:04.426',-3800
'0:04.429',-3400
'0:04.432',-2600
'0:04.435',-2000
'0:04.438',-1800
'0:04.441',-1400
'0:04.444',-600
'0:04.447',600
'0:04.450',1600
'0:04.453',2200
'0:04.456',2800
'0:04.459',3400
'0:04.462',4000
'0:04.465',3600
'0:04.468',3000
'0:04.471',2600
'0:04.474',2400
'0:04.477',1800
'0:04.480',1400
'0:04.483',800
'0:04.486',-200
'0:04.489',-1400
'0:04.492',-2600
'0:04.495',-3800
'0:04.498',-4400
'0:04.502',-4000
'0:04.505',-3600
'0:04.508',-3000
'0:04.511',-2600
'0:04.514',-1600
'0:04.517',-1000
'0:04.520',-1000
'0:04.523',-600
'0:04.526',800
'0:04.529',1600
'0:04.532',1400
'0:04.535',1800
'0:04.538',2200
'0:04.541',1800
'0:04.544',1400
'0:04.547',1200
'0:04.550',400
'0:04.553',-200
'0:04.556',-400
'0:04.559',-800
'0:04.562',-1600
'0:04.565',-1800
'0:04.568',-1400
'0:04.571',-1200
'0:04.574',-1200
'0:04.577',-1000
'0:04.580',-400
'0:04.583',200
'0:04.586',1000
'0:04.589',1600
'0:04.592',1800
'0:04.595',2600
'0:04.598',2800
'0:04.601',2600
'0:04.604',2600
'0:04.607',2400
'0:04.610',1800
'0:04.613',1000
'0:04.616',-400
'0:04.619',-1800
'0:04.622',-2800
'0:04.625',-3600
'0:04.628',-3200
'0:04.631',-2400
'0:04.634',-2000
'0:04.637',-1600
'0:04.640',-1800
'0:04.643',-2600
'0:04.646',-3000
'0:04.649',-2400
'0:04.652',-1800
'0:04.655',-1200
'0:04.658',-800
'0:04.661',-200
'0:04.664',0
'0:04.667',-200
'0:04.670',-200
'0:04.673',0
'0:04.676',600
'0:04.679',1000
'0:04.682',1400
'0:04.685',2600
'0:04.688',3600
'0:04.691',2800
'0:04.694',1800
'0:04.697',800
'0:04.700',200
'0:04.703',-400
'0:04.706',-800
'0:04.709',0
'0:04.712',800
'0:04.715',3000
'0:04.718',5200
'0:04.721',7000
'0:04.724',8000
'0:04.727',4200
'0:04.730',-5200
'0:04.733',-9400
'0:04.736',-10400
'0:04.739',-10000
'0:04.742',-10400
'0:04.745',-10600
'0:04.748',-8200
'0:04.751',-3000
'0:04.754',2200
'0:04.757',7000
'0:04.760',9600
'0:04.763',9000
'0:04.766',7200
'0:04.769',5200
'0:04.772',3200
'0:04.775',1000
'0:04.778',-1000
'0:04.781',-1200
'0:04.784',-600
'0:04.787',-400
'0:04.790',-2400
'0:04.793',-2400
'0:04.796',1000
'0:04.799',3400
'0:04.802',2200
'0:04.805',200
'0:04.808',-2400
'0:04.811',-4200
'0:04.814',-4600
'0:04.817',-4400
'0:04.820',-3800
'0:04.823',-3200
'0:04.826',-3000
'0:04.829',-3400
'0:04.832',-5000
'0:04.835',-6000
'0:04.838',-4200
'0:04.841',-1600
'0:04.844',2200
'0:04.847',6200
'0:04.850',9000
'0:04.853',8800
'0:04.856',7400
'0:04.859',6200
'0:04.862',4600
'0:04.865',4400
'0:04.868',3400
'0:04.871',4800
'0:04.874',4200
'0:04.877',1800
'0:04.880',-200
'0:04.883',-4600
'0:04.886',-6800
'0:04.889',-8800
'0:04.892',-8000
'0:04.895',-7000
'0:04.898',-5800
'0:04.901',-3800
'0:04.904',-3200
'0:04.907',-2200
'0:04.910',-1400
'0:04.913',-1400
'0:04.916',-1800
'0:04.919',-1400
'0:04.922',-400
'0:04.925',-600
'0:04.928',0
'0:04.931',1400
'0:04.934',2400
'0:04.937',3400
'0:04.940',4600
'0:04.943',5400
'0:04.946',4800
'0:04.949',3800
'0:04.952',3000
'0:04.955',2400
'0:04.958',1400
'0:04.961',600
'0:04.964',200
'0:04.967',200
'0:04.970',600
'0:04.973',1400
'0:04.976',1400
'0:04.979',-400
'0:04.982',-2000
'0:04.985',-2400
'0:04.988',-3400
'0:04.991',-4800
'0:04.994',-6400
'0:04.997',-7000
'0:05.000',-4600
'0:05.003',-2600
'0:05.006',-2000
'0:05.009',-800
'0:05.012',200
'0:05.015',200
'0:05.018',1400
'0:05.021',3200
'0:05.024',3600
'0:05.027',3000
'0:05.030',2600
'0:05.033',1800
'0:05.036',2000
'0:05.039',2400
'0:05.042',2400
'0:05.045',2000
'0:05.048',1600
'0:05.051',800
'0:05.054',200
'0:05.057',200
'0:05.060',-2600
'0:05.063',-3600
'0:05.066',-1600
'0:05.069',-2000
'0:05.072',-5400
'0:05.075',-4800
'0:05.078',-2800
'0:05.081',-3200
'0:05.084',-600
'0:05.087',-2200
'0:05.090',-2600
'0:05.093',2400
'0:05.096',200
'0:05.099',-800
'0:05.102',400
'0:05.105',-1600
'0:05.108',1200
'0:05.111',1800
'0:05.114',-200
'0:05.117',2200
'0:05.120',2200
'0:05.123',1400
'0:05.126',3000
'0:05.129',3400
'0:05.132',1000
'0:05.135',0
'0:05.138',2000
'0:05.141',3200
'0:05.144',800
'0:05.147',-1400
'0:05.150',-600
'0:05.153',1600
'0:05.156',1000
'0:05.159',-800
'0:05.162',-2600
'0:05.165',-3400
'0:05.168',-3600
'0:05.171',-4600
'0:05.174',-5600
'0:05.177',-4400
'0:05.180',-2400
'0:05.183',-1200
'0:05.186',-1000
'0:05.189',800
'0:05.192',5600
'0:05.195',6400
'0:05.198',3000
'0:05.201',3000
'0:05.204',4600
'0:05.207',4000
'0:05.210',2200
'0:05.213',-200
'0:05.216',-1200
'0:05.219',-1000
'0:05.222',-2200
'0:05.225',-3800
'0:05.228',-4000
'0:05.231',-4000
'0:05.234',-4400
'0:05.237',-4000
'0:05.240',-2400
'0:05.243',-2200
'0:05.246',-1600
'0:05.249',200
'0:05.252',1600
'0:05.255',2000
'0:05.258',2600
'0:05.261',2000
'0:05.264',1600
'0:05.267',1800
'0:05.270',2000
'0:05.273',1200
'0:05.276',-400
'0:05.279',-1000
'0:05.282',-400
'0:05.285',-600
'0:05.288',-2000
'0:05.291',-2800
'0:05.294',-1800
'0:05.297',-200
'0:05.300',-800
'0:05.303',-1000
'0:05.306',200
'0:05.309',1200
'0:05.312',1200
'0:05.315',1000
'0:05.318',1800
'0:05.321',2000
'0:05.324',1600
'0:05.327',1200
'0:05.330',1400
'0:05.333',800
'0:05.336',-400
'0:05.339',-1600
'0:05.342',-1600
'0:05.345',-600
'0:05.348',0
'0:05.351',-200
'0:05.354',-200
'0:05.357',400
'0:05.360',800
'0:05.363',1000
'0:05.366',600
'0:05.369',-600
'0:05.372',-1400
'0:05.375',-2200
'0:05.378',-3400
'0:05.381',-4000
'0:05.384',-3600
'0:05.387',-2600
'0:05.390',-2000
'0:05.393',-1600
'0:05.396',-1000
'0:05.399',-1000
'0:05.402',-1400
'0:05.405',-400
'0:05.408',1400
'0:05.411',2400
'0:05.414',3000
'0:05.417',3800
'0:05.420',2800
'0:05.423',3600
'0:05.426',2200
'0:05.429',-1600
'0:05.432',800
'0:05.435',2200
'0:05.438',-1200
'0:05.441',-2200
'0:05.444',3200
'0:05.447',4400
'0:05.450',8200
'0:05.453',9400
'0:05.456',-1400
'0:05.459',-5000
'0:05.462',-9400
'0:05.465',-10200
'0:05.468',-8400
'0:05.471',-8400
'0:05.474',-7200
'0:05.477',-3400
'0:05.480',-3000
'0:05.483',400
'0:05.486',5200
'0:05.489',7400
'0:05.492',7200
'0:05.495',6800
'0:05.498',3800
'0:05.502',-1400
'0:05.505',-2000
'0:05.508',-1400
'0:05.511',-2200
'0:05.514',-4000
'0:05.517',-4800
'0:05.520',-1800
'0:05.523',200
'0:05.526',-1000
'0:05.529',400
'0:05.532',3800
'0:05.535',5000
'0:05.538',3400
'0:05.541',1400
'0:05.544',1200
'0:05.547',800
'0:05.550',200
'0:05.553',-1800
'0:05.556',-3800
'0:05.559',-4000
'0:05.562',-3400
'0:05.565',-4800
'0:05.568',-5200
'0:05.571',-3000
'0:05.574',0
'0:05.577',2600
'0:05.580',4400
'0:05.583',5200
'0:05.586',5400
'0:05.589',4600
'0:05.592',3000
'0:05.595',2400
'0:05.598',2800
'0:05.601',1400
'0:05.604',200
'0:05.607',2400
'0:05.610',2800
'0:05.613',-800
'0:05.616',-2800
'0:05.619',-2200
'0:05.622',-2200
'0:05.625',-3800
'0:05.628',-4200
'0:05.631',-4800
'0:05.634',-5800
'0:05.637',-4800
'0:05.640',-3600
'0:05.643',-3600
'0:05.646',-3200
'0:05.649',-600
'0:05.652',400
'0:05.655',-800
'0:05.658',-1200
'0:05.661',600
'0:05.664',3000
'0:05.667',2600
'0:05.670',1400
'0:05.673',2400
'0:05.676',3200
'0:05.679',2800
'0:05.682',2400
'0:05.685',2200
'0:05.688',2400
'0:05.691',2200
'0:05.694',1600
'0:05.697',1800
'0:05.700',2000
'0:05.703',1400
'0:05.706',400
'0:05.709',-200
'0:05.712',200
'0:05.715',400
'0:05.718',-600
'0:05.721',-2400
'0:05.724',-4400
'0:05.727',-5400
'0:05.730',-5400
'0:05.733',-5200
'0:05.736',-4600
'0:05.739',-2800
'0:05.742',-1000
'0:05.745',-400
'0:05.748',-1000
'0:05.751',-1000
'0:05.754',200
'0:05.757',800
'0:05.760',600
'0:05.763',1800
'0:05.766',3400
'0:05.769',4400
'0:05.772',3400
'0:05.775',2200
'0:05.778',2000
'0:05.781',1800
'0:05.784',2000
'0:05.787',2400
'0:05.790',2200
'0:05.793',600
'0:05.796',-600
'0:05.799',-800
'0:05.802',-1000
'0:05.805',-2400
'0:05.808',-4000
'0:05.811',-4200
'0:05.814',-4600
'0:05.817',-2000
'0:05.820',-1400
'0:05.823',-4200
'0:05.826',-200
'0:05.829',2800
'0:05.832',-200
'0:05.835',-3600
'0:05.838',400
'0:05.841',400
'0:05.844',1000
'0:05.847',3600
'0:05.850',-4000
'0:05.853',-200
'0:05.856',4400
'0:05.859',200
'0:05.862',2200
'0:05.865',1600
'0:05.868',-200
'0:05.871',4000
'0:05.874',1000
'0:05.877',600
'0:05.880',2000
'0:05.883',600
'0:05.886',-1000
'0:05.889',400
'0:05.892',-1000
'0:05.895',-4800
'0:05.898',-4600
'0:05.901',-1400
'0:05.904',-1000
'0:05.907',-3000
'0:05.910',-3000
'0:05.913',600
'0:05.916',2800
'0:05.919',400
'0:05.922',-800
'0:05.925',400
'0:05.928',2200
'0:05.931',2000
'0:05.934',0
'0:05.937',-200
'0:05.940',800
'0:05.943',1200
'0:05.946',600
'0:05.949',-800
'0:05.952',-400
'0:05.955',-200
'0:05.958',-1400
'0:05.961',-2000
'0:05.964',-200
'0:05.967',0
'0:05.970',200
'0:05.973',-1800
'0:05.976',-3800
'0:05.979',-2200
'0:05.982',-200
'0:05.985',-600
'0:05.988',-1000
'0:05.991',-600
'0:05.994',-600
'0:05.997',200
'0:06.000',2600
'0:06.003',2600
'0:06.006',2600
'0:06.009',4400
'0:06.012',3600
'0:06.015',1400
'0:06.018',2200
'0:06.021',1600
'0:06.024',-1600
'0:06.027',-2600
'0:06.030',-1200
'0:06.033',-600
'0:06.036',-1400
'0:06.039',-2200
'0:06.042',-1200
'0:06.045',-1000
'0:06.048',-2000
'0:06.051',-3800
'0:06.054',-4400
'0:06.057',-3200
'0:06.060',-3000
'0:06.063',-3000
'0:06.066',-2000
'0:06.069',-800
'0:06.072',-800
'0:06.075',-200
'0:06.078',1200
'0:06.081',2200
'0:06.084',3600
'0:06.087',4800
'0:06.090',4600
'0:06.093',4000
'0:06.096',3200
'0:06.099',2000
'0:06.102',1200
'0:06.105',600
'0:06.108',400
'0:06.111',-400
'0:06.114',-1000
'0:06.117',-600
'0:06.120',0
'0:06.123',2000
'0:06.126',5400
'0:06.129',6600
'0:06.132',5000
'0:06.135',600
'0:06.138',-7800
'0:06.141',-11600
'0:06.144',-12600
'0:06.147',-11200
'0:06.150',-9600
'0:06.153',-7400
'0:06.156',-4600
'0:06.159',-1600
'0:06.162',2800
'0:06.165',6800
'0:06.168',8600
'0:06.171',7800
'0:06.174',4600
'0:06.177',3000
'0:06.180',2800
'0:06.183',1000
'0:06.186',-2200
'0:06.189',-3200
'0:06.192',-1600
'0:06.195',-200
'0:06.198',-400
'0:06.201',1400
'0:06.204',1400
'0:06.207',2400
'0:06.210',5400
'0:06.213',5000
'0:06.216',-200
'0:06.219',-2000
'0:06.222',-200
'0:06.225',-3000
'0:06.228',-2800
'0:06.231',-6600
'0:06.234',-8000
'0:06.237',-2400
'0:06.240',-5000
'0:06.243',-5800
'0:06.246',-3200
'0:06.249',-4800
'0:06.252',-800
'0:06.255',1800
'0:06.258',2800
'0:06.261',6400
'0:06.264',7000
'0:06.267',6200
'0:06.270',6000
'0:06.273',5800
'0:06.276',3600
'0:06.279',1200
'0:06.282',2400
'0:06.285',3000
'0:06.288',200
'0:06.291',-3600
'0:06.294',-4800
'0:06.297',-4000
'0:06.300',-5800
'0:06.303',-8000
'0:06.306',-6600
'0:06.309',-3000
'0:06.312',-800
'0:06.315',-1400
'0:06.318',-2400
'0:06.321',-2400
'0:06.324',-1000
'0:06.327',600
'0:06.330',1200
'0:06.333',2600
'0:06.336',4200
'0:06.339',4200
'0:06.342',3600
'0:06.345',3000
'0:06.348',1600
'0:06.351',1000
'0:06.354',-200
'0:06.357',-1400
'0:06.360',-1000
'0:06.363',0
'0:06.366',200
'0:06.369',0
'0:06.372',0
'0:06.375',-200
'0:06.378',-400
'0:06.381',0
'0:06.384',0
'0:06.387',-200
'0:06.390',400
'0:06.393',1800
'0:06.396',2800
'0:06.399',1400
'0:06.402',-1000
'0:06.405',-2000
'0:06.408',-2800
'0:06.411',-3400
'0:06.414',-2000
'0:06.417',-1600
'0:06.420',-5000
'0:06.423',-6600
'0:06.426',-2600
'0:06.429',-1200
'0:06.432',-2000
'0:06.435',-1400
'0:06.438',600
'0:06.441',2200
'0:06.444',2400
'0:06.447',2400
'0:06.450',3400
'0:06.453',3400
'0:06.456',2800
'0:06.459',2800
'0:06.462',2000
'0:06.465',1400
'0:06.468',1200
'0:06.471',1200
'0:06.474',800
'0:06.477',-400
'0:06.480',-2000
'0:06.483',-3200
'0:06.486',-3800
'0:06.489',-3800
'0:06.492',-3200
'0:06.495',-2400
'0:06.498',-2200
'0:06.502',-2200
'0:06.505',-1600
'0:06.508',-800
'0:06.511',-1000
'0:06.514',-1400
'0:06.517',1400
'0:06.520',4000
'0:06.523',3000
'0:06.526',1200
'0:06.529',1600
'0:06.532',3000
'0:06.535',2200
'0:06.538',400
'0:06.541',-400
'0:06.544',600
'0:06.547',1000
'0:06.550',200
'0:06.553',-400
'0:06.556',-1400
'0:06.559',-3000
'0:06.562',-3400
'0:06.565',-800
'0:06.568',-200
'0:06.571',1000
'0:06.574',800
'0:06.577',-3000
'0:06.580',-600
'0:06.583',1600
'0:06.586',-600
'0:06.589',-3400
'0:06.592',0
'0:06.595',800
'0:06.598',1200
'0:06.601',3800
'0:06.604',-3200
'0:06.607',-1600
'0:06.610',2200
'0:06.613',-400
'0:06.616',1600
'0:06.619',-800
'0:06.622',-3800
'0:06.625',-600
'0:06.628',-3400
'0:06.631',-3600
'0:06.634',-1600
'0:06.637',-1000
'0:06.640',-200
'0:06.643',2000
'0:06.646',2200
'0:06.649',-800
'0:06.652',-1000
'0:06.655',2800
'0:06.658',3800
'0:06.661',0
'0:06.664',-1400
'0:06.667',2000
'0:06.670',3400
'0:06.673',1200
'0:06.676',-200
'0:06.679',1200
'0:06.682',2800
'0:06.685',2400
'0:06.688',1200
'0:06.691',1000
'0:06.694',1600
'0:06.697',200
'0:06.700',-3400
'0:06.703',-6200
'0:06.706',-6000
'0:06.709',-4200
'0:06.712',-4000
'0:06.715',-4400
'0:06.718',-2800
'0:06.721',-1800
'0:06.724',-600
'0:06.727',-1200
'0:06.730',-2800
'0:06.733',-2200
'0:06.736',0
'0:06.739',1400
'0:06.742',4200
'0:06.745',6400
'0:06.748',5400
'0:06.751',4800
'0:06.754',4400
'0:06.757',3200
'0:06.760',2200
'0:06.763',2400
'0:06.766',4000
'0:06.769',6400
'0:06.772',6800
'0:06.775',3800
'0:06.778',-2400
'0:06.781',-8800
'0:06.784',-11200
'0:06.787',-10800
'0:06.790',-9000
'0:06.793',-7600
'0:06.796',-5000
'0:06.799',-1600
'0:06.802',600
'0:06.805',1800
'0:06.808',2600
'0:06.811',3400
'0:06.814',2000
'0:06.817',0
'0:06.820',400
'0:06.823',1400
'0:06.826',200
'0:06.829',-1800
'0:06.832',-1000
'0:06.835',600
'0:06.838',600
'0:06.841',200
'0:06.844',600
'0:06.847',1400
'0:06.850',1400
'0:06.853',600
'0:06.856',-200
'0:06.859',-200
'0:06.862',400
'0:06.865',400
'0:06.868',-200
'0:06.871',-1200
'0:06.874',-2400
'0:06.877',-2800
'0:06.880',-2800
'0:06.883',-3400
'0:06.886',-3000
'0:06.889',-1400
'0:06.892',0
'0:06.895',1000
'0:06.898',3800
'0:06.901',5800
'0:06.904',5800
'0:06.907',5000
'0:06.910',3800
'0:06.913',3800
'0:06.916',3800
'0:06.919',3000
'0:06.922',2600
'0:06.925',2000
'0:06.928',400
'0:06.931',-1800
'0:06.934',-3800
'0:06.937',-7000
'0:06.940',-8000
'0:06.943',-7400
'0:06.946',-6400
'0:06.949',-5000
'0:06.952',-3400
'0:06.955',-2600
'0:06.958',-3000
'0:06.961',-1200
'0:06.964',1200
'0:06.967',200
'0:06.970',-4000
'0:06.973',-1000
'0:06.976',3400
'0:06.979',4800
'0:06.982',4800
'0:06.985',-3800
'0:06.988',-1200
'0:06.991',5200
'0:06.994',3800
'0:06.997',6800
'0:07.000',2800
'0:07.003',-2000
'0:07.006',4400
'0:07.009',2600
'0:07.012',-2200
'0:07.015',-400
'0:07.018',800
'0:07.021',-400
'0:07.024',800
'0:07.027',600
'0:07.030',-2800
'0:07.033',-3800
'0:07.036',-1000
'0:07.039',600
'0:07.042',-2200
'0:07.045',-4000
'0:07.048',0
'0:07.051',2600
'0:07.054',-600
'0:07.057',-2800
'0:07.060',-2200
'0:07.063',-1000
'0:07.066',-1400
'0:07.069',-3200
'0:07.072',-2000
'0:07.075',600
'0:07.078',1600
'0:07.081',1200
'0:07.084',600
'0:07.087',1600
'0:07.090',3000
'0:07.093',1600
'0:07.096',400
'0:07.099',1600
'0:07.102',1200
'0:07.105',600
'0:07.108',-400
'0:07.111',-2000
'0:07.114',-1800
'0:07.117',-800
'0:07.120',-2000
'0:07.123',-2800
'0:07.126',-1000
'0:07.129',-800
'0:07.132',-1600
'0:07.135',-400
'0:07.138',0
'0:07.141',-1800
'0:07.144',-2200
'0:07.147',-2000
'0:07.150',-1600
'0:07.153',-600
'0:07.156',0
'0:07.159',200
'0:07.162',1400
'0:07.165',3000
'0:07.168',4400
'0:07.171',4200
'0:07.174',3000
'0:07.177',2800
'0:07.180',2200
'0:07.183',1800
'0:07.186',2000
'0:07.189',800
'0:07.192',0
'0:07.195',-200
'0:07.198',-1800
'0:07.201',-2600
'0:07.204',-2800
'0:07.207',-3200
'0:07.210',-3400
'0:07.213',-3000
'0:07.216',-3200
'0:07.219',-3600
'0:07.222',-3600
'0:07.225',-3000
'0:07.228',-1800
'0:07.231',400
'0:07.234',3400
'0:07.237',3600
'0:07.240',1600
'0:07.243',2400
'0:07.246',3600
'0:07.249',2400
'0:07.252',1000
'0:07.255',800
'0:07.258',400
'0:07.261',-200
'0:07.264',-1200
'0:07.267',-1200
'0:07.270',-1000
'0:07.273',-1800
'0:07.276',-2600
'0:07.279',-3000
'0:07.282',-2600
'0:07.285',-1600
'0:07.288',-1400
'0:07.291',-800
'0:07.294',800
'0:07.297',2000
'0:07.300',1800
'0:07.303',1600
'0:07.306',1200
'0:07.309',600
'0:07.312',200
'0:07.315',600
'0:07.318',1000
'0:07.321',200
'0:07.324',600
'0:07.327',3200
'0:07.330',2000
'0:07.333',1800
'0:07.336',2200
'0:07.339',1400
'0:07.342',-2400
'0:07.345',-1800
'0:07.348',-800
'0:07.351',-2600
'0:07.354',-200
'0:07.357',-5200
'0:07.360',-6600
'0:07.363',-1400
'0:07.366',-3600
'0:07.369',-2600
'0:07.372',-1400
'0:07.375',-4200
'0:07.378',0
'0:07.381',200
'0:07.384',-1400
'0:07.387',1400
'0:07.390',2600
'0:07.393',2000
'0:07.396',4800
'0:07.399',5400
'0:07.402',1000
'0:07.405',1200
'0:07.408',3600
'0:07.411',3800
'0:07.414',600
'0:07.417',-400
'0:07.420',3000
'0:07.423',7200
'0:07.426',6400
'0:07.429',3200
'0:07.432',200
'0:07.435',-7200
'0:07.438',-10600
'0:07.441',-11400
'0:07.444',-11200
'0:07.447',-10600
'0:07.450',-7800
'0:07.453',-3800
'0:07.456',-200
'0:07.459',4600
'0:07.462',9200
'0:07.465',8800
'0:07.468',5600
'0:07.471',4400
'0:07.474',3000
'0:07.477',1000
'0:07.480',-1600
'0:07.483',-5600
'0:07.486',-5600
'0:07.489',-2000
'0:07.492',200
'0:07.495',0
'0:07.498',1400
'0:07.502',2800
'0:07.505',2200
'0:07.508',3000
'0:07.511',3800
'0:07.514',2000
'0:07.517',200
'0:07.520',-1600
'0:07.523',-3400
'0:07.526',-4200
'0:07.529',-4400
'0:07.532',-4800
'0:07.535',-5800
'0:07.538',-5400
'0:07.541',-3200
'0:07.544',-2400
'0:07.547',-1800
'0:07.550',1000
'0:07.553',5200
'0:07.556',6800
'0:07.559',6600
'0:07.562',6200
'0:07.565',5800
'0:07.568',6200
'0:07.571',5200
'0:07.574',4200
'0:07.577',3400
'0:07.580',2000
'0:07.583',-400
'0:07.586',-4400
'0:07.589',-7600
'0:07.592',-8200
'0:07.595',-7600
'0:07.598',-6600
'0:07.601',-5400
'0:07.604',-4200
'0:07.607',-3000
'0:07.610',-2000
'0:07.613',-1200
'0:07.616',-400
'0:07.619',0
'0:07.622',0
'0:07.625',400
'0:07.628',200
'0:07.631',200
'0:07.634',1400
'0:07.637',1800
'0:07.640',3400
'0:07.643',5600
'0:07.646',4400
'0:07.649',2600
'0:07.652',2800
'0:07.655',3000
'0:07.658',2400
'0:07.661',1400
'0:07.664',1000
'0:07.667',1200
'0:07.670',400
'0:07.673',-1400
'0:07.676',-2000
'0:07.679',-1600
'0:07.682',-1400
'0:07.685',-1800
'0:07.688',-2400
'0:07.691',-2400
'0:07.694',-2600
'0:07.697',-3400
'0:07.700',-3400
'0:07.703',-2400
'0:07.706',-1200
'0:07.709',-2800
'0:07.712',-1800
'0:07.715',-1000
'0:07.718',-3600
'0:07.721',-200
'0:07.724',2800
'0:07.727',1000
'0:07.730',-1800
'0:07.733',3000
'0:07.736',3800
'0:07.739',5600
'0:07.742',8200
'0:07.745',1000
'0:07.748',3400
'0:07.751',6200
'0:07.754',1000
'0:07.757',2000
'0:07.760',-1000
'0:07.763',-5000
'0:07.766',-3800
'0:07.769',-6600
'0:07.772',-6000
'0:07.775',-5200
'0:07.778',-4800
'0:07.781',-3200
'0:07.784',-1000
'0:07.787',-1400
'0:07.790',-2800
'0:07.793',-1800
'0:07.796',1800
'0:07.799',2400
'0:07.802',-1200
'0:07.805',-1800
'0:07.808',2000
'0:07.811',3200
'0:07.814',1000
'0:07.817',600
'0:07.820',3000
'0:07.823',4600
'0:07.826',3800
'0:07.829',2200
'0:07.832',3000
'0:07.835',3600
'0:07.838',2200
'0:07.841',1000
'0:07.844',400
'0:07.847',1200
'0:07.850',600
'0:07.853',-2600
'0:07.856',-4200
'0:07.859',-3000
'0:07.862',-2200
'0:07.865',-2400
'0:07.868',-3400
'0:07.871',-4400
'0:07.874',-3600
'0:07.877',-2400
'0:07.880',-2400
'0:07.883',-2400
'0:07.886',-600
'0:07.889',0
'0:07.892',-1000
'0:07.895',1200
'0:07.898',2600
'0:07.901',1600
'0:07.904',1400
'0:07.907',2000
'0:07.910',2800
'0:07.913',3200
'0:07.916',2600
'0:07.919',1400
'0:07.922',1200
'0:07.925',1000
'0:07.928',400
'0:07.931',-2000
'0:07.934',-3800
'0:07.937',-3600
'0:07.940',-2400
'0:07.943',-1800
'0:07.946',-3000
'0:07.949',-2800
'0:07.952',-1000
'0:07.955',-600
'0:07.958',-1800
'0:07.961',-800
'0:07.964',1400
'0:07.967',3000
'0:07.970',3400
'0:07.973',3800
'0:07.976',3600
'0:07.979',2800
'0:07.982',1800
'0:07.985',1400
'0:07.988',1400
'0:07.991',200
'0:07.994',-400
'0:07.997',-400
'0:08.000',-400
'0:08.003',-1000
'0:08.006',-1600
'0:08.009',-1200
'0:08.012',-600
'0:08.015',-1400
'0:08.018',-2400
'0:08.021',-3400
'0:08.024',-5000
'0:08.027',-5000
'0:08.030',-4200
'0:08.033',-3400
'0:08.036',-1400
'0:08.039',200
'0:08.042',1200
'0:08.045',1800
'0:08.048',2800
'0:08.051',2200
'0:08.054',400
'0:08.057',1200
'0:08.060',2200
'0:08.063',2000
'0:08.066',1400
'0:08.069',1600
'0:08.072',1600
'0:08.075',1000
'0:08.078',200
'0:08.081',-200
'0:08.084',-400
'0:08.087',-400
'0:08.090',1600
'0:08.093',3600
'0:08.096',5200
'0:08.099',6000
'0:08.102',3800
'0:08.105',-4200
'0:08.108',-8400
'0:08.111',-9600
'0:08.114',-8400
'0:08.117',-9400
'0:08.120',-10800
'0:08.123',-6400
'0:08.126',-400
'0:08.129',1400
'0:08.132',3600
'0:08.135',8400
'0:08.138',7200
'0:08.141',8000
'0:08.144',6800
'0:08.147',-400
'0:08.150',1400
'0:08.153',1000
'0:08.156',-1200
'0:08.159',0
'0:08.162',-1800
'0:08.165',-400
'0:08.168',2800
'0:08.171',600
'0:08.174',1000
'0:08.177',1400
'0:08.180',200
'0:08.183',-800
'0:08.186',-2800
'0:08.189',-5000
'0:08.192',-5200
'0:08.195',-4000
'0:08.198',-2800
'0:08.201',-2600
'0:08.204',-3200
'0:08.207',-3400
'0:08.210',-2400
'0:08.213',-3000
'0:08.216',-4600
'0:08.219',-3400
'0:08.222',800
'0:08.225',5400
'0:08.228',7600
'0:08.231',7800
'0:08.234',7600
'0:08.237',6600
'0:08.240',6200
'0:08.243',7000
'0:08.246',6400
'0:08.249',4200
'0:08.252',1800
'0:08.255',-1600
'0:08.258',-6200
'0:08.261',-9000
'0:08.264',-9000
'0:08.267',-7800
'0:08.270',-7400
'0:08.273',-6200
'0:08.276',-3000
'0:08.279',-1000
'0:08.282',-1400
'0:08.285',-1800
'0:08.288',-1600
'0:08.291',-3000
'0:08.294',-2200
'0:08.297',1200
'0:08.300',3000
'0:08.303',3200
'0:08.306',4000
'0:08.309',4800
'0:08.312',4800
'0:08.315',3800
'0:08.318',2800
'0:08.321',2000
'0:08.324',1600
'0:08.327',1800
'0:08.330',1600
'0:08.333',0
