Elapsed time',PCG
0:15.664',-2400
0:15.667',-1000
0:15.670',1600
0:15.673',1600
0:15.676',1400
0:15.679',4200
0:15.682',5600
0:15.685',6000
0:15.688',5600
0:15.691',3800
0:15.694',3800
0:15.697',3800
0:15.700',1800
0:15.703',1600
0:15.706',1400
0:15.709',-200
0:15.712',-200
0:15.715',-2800
0:15.718',-5400
0:15.721',-6200
0:15.724',-7400
0:15.727',-5600
0:15.730',-4000
0:15.733',-3600
0:15.736',-4000
0:15.739',-3600
0:15.742',-800
0:15.745',1800
0:15.748',0
0:15.751',-600
0:15.754',2600
0:15.757',4400
0:15.760',2400
0:15.763',2400
0:15.766',3600
0:15.769',4200
0:15.772',3400
0:15.775',1600
0:15.778',1400
0:15.781',1800
0:15.784',600
0:15.787',-400
0:15.790',-1400
0:15.793',-2000
0:15.796',-3000
0:15.799',-3600
0:15.802',-3800
0:15.805',-3800
0:15.808',-3000
0:15.811',-3000
0:15.814',-3000
0:15.817',-4000
0:15.820',-2800
0:15.823',-400
0:15.826',200
0:15.829',600
0:15.832',1800
0:15.835',3000
0:15.838',3000
0:15.841',4800
0:15.844',5400
0:15.847',4400
0:15.850',4000
0:15.853',4000
0:15.856',4800
0:15.859',3600
0:15.862',1400
0:15.865',-200
0:15.868',-1600
0:15.871',-1800
0:15.874',-5200
0:15.877',-7600
0:15.880',-7400
0:15.883',-6200
0:15.886',-4600
0:15.889',-4200
0:15.892',-4000
0:15.895',-3800
0:15.898',-3600
0:15.901',-2000
0:15.904',-1400
0:15.907',400
0:15.910',2600
0:15.913',3600
0:15.916',6000
0:15.919',6800
0:15.922',6200
0:15.925',5000
0:15.928',3200
0:15.931',2200
0:15.934',1400
0:15.937',1000
0:15.940',600
0:15.943',800
0:15.946',1600
0:15.949',1800
0:15.952',2600
0:15.955',3400
0:15.958',3600
0:15.961',-2200
0:15.964',-8400
0:15.967',-10200
0:15.970',-9400
0:15.973',-7600
0:15.976',-5800
0:15.979',-4400
0:15.982',-3400
0:15.985',-2800
0:15.988',-2000
0:15.991',-1200
0:15.994',600
0:15.997',1600
0:16.000',3000
0:16.003',4800
0:16.006',5200
0:16.009',4400
0:16.012',4000
0:16.015',3400
0:16.018',3000
0:16.021',2800
0:16.024',2200
0:16.027',2000
0:16.030',1600
0:16.033',1800
0:16.036',2200
0:16.039',400
0:16.042',-1800
0:16.045',-3800
0:16.048',-5000
0:16.051',-5200
0:16.054',-5000
0:16.057',-4200
0:16.060',-3200
0:16.063',-2800
0:16.066',-3200
0:16.069',-3600
0:16.072',-3400
0:16.075',-2800
0:16.078',-1200
0:16.081',400
0:16.084',2200
0:16.087',5000
0:16.090',6600
0:16.093',6400
0:16.096',6200
0:16.099',5400
0:16.102',4800
0:16.105',3800
0:16.108',3200
0:16.111',2600
0:16.114',1000
0:16.117',-1600
0:16.120',-4000
0:16.123',-5200
0:16.126',-5200
0:16.129',-5000
0:16.132',-4400
0:16.135',-4200
0:16.138',-3200
0:16.141',-1800
0:16.144',600
0:16.147',400
0:16.150',-1000
0:16.153',0
0:16.156',800
0:16.159',-400
0:16.162',-1600
0:16.165',-1400
0:16.168',-1800
0:16.171',-2200
0:16.174',-2400
0:16.177',-1800
0:16.180',-800
0:16.183',-200
0:16.186',2200
0:16.189',4600
0:16.192',5200
0:16.195',5200
0:16.198',4600
0:16.201',4000
0:16.204',3200
0:16.207',2400
0:16.210',2200
0:16.213',2200
0:16.216',1400
0:16.219',200
0:16.222',-2200
0:16.225',-4200
0:16.228',-4800
0:16.231',-4200
0:16.234',-3800
0:16.237',-4400
0:16.240',-5400
0:16.243',-5200
0:16.246',-3600
0:16.249',-2000
0:16.252',-1000
0:16.255',-400
0:16.258',400
0:16.261',1600
0:16.264',2800
0:16.267',3800
0:16.270',3400
0:16.273',3000
0:16.276',3000
0:16.279',2600
0:16.282',1800
0:16.285',400
0:16.288',0
0:16.291',-600
0:16.294',-1000
0:16.297',-1400
0:16.300',-1400
0:16.303',-1600
0:16.306',-1400
0:16.309',-1200
0:16.312',-800
0:16.315',-1400
0:16.318',-2200
0:16.321',-1200
0:16.324',-1200
0:16.327',0
0:16.330',-800
0:16.333',-600
0:16.336',-600
0:16.339',-200
0:16.342',200
0:16.345',-1000
0:16.348',-800
0:16.351',-200
0:16.354',1800
0:16.357',2600
0:16.360',2400
0:16.363',2200
0:16.366',1800
0:16.369',1600
0:16.372',1400
0:16.375',600
0:16.378',200
0:16.381',-400
0:16.384',-400
0:16.387',-600
0:16.390',-1000
0:16.393',-2200
0:16.396',-2800
0:16.399',-1800
0:16.402',-1200
0:16.405',-200
0:16.408',400
0:16.411',0
0:16.414',-200
0:16.417',-1000
0:16.420',-800
0:16.423',-400
0:16.426',-1200
0:16.429',-1000
0:16.432',0
0:16.435',600
0:16.438',1200
0:16.441',800
0:16.444',400
0:16.447',-200
0:16.450',-600
0:16.453',-800
0:16.456',-1600
0:16.459',-2200
0:16.462',-2000
0:16.465',-1600
0:16.468',-400
0:16.471',-800
0:16.474',-1200
0:16.477',-800
0:16.480',600
0:16.483',2000
0:16.486',3000
0:16.489',3200
0:16.492',3000
0:16.495',2800
0:16.498',2200
0:16.502',1800
0:16.505',2000
0:16.508',1400
0:16.511',600
0:16.514',-200
0:16.517',-600
0:16.520',-1400
0:16.523',-1600
0:16.526',-1600
0:16.529',-1400
0:16.532',-2000
0:16.535',-3200
0:16.538',-3400
0:16.541',-1800
0:16.544',-1600
0:16.547',-2600
0:16.550',-2000
0:16.553',-1400
0:16.556',-1600
0:16.559',-1600
0:16.562',-600
0:16.565',-600
0:16.568',-1200
0:16.571',-1200
0:16.574',-400
0:16.577',400
0:16.580',600
0:16.583',1400
0:16.586',2200
0:16.589',3000
0:16.592',3600
0:16.595',3800
0:16.598',3800
0:16.601',3600
0:16.604',2600
0:16.607',1400
0:16.610',400
0:16.613',200
0:16.616',200
0:16.619',-600
0:16.622',-1400
0:16.625',-2600
0:16.628',-4400
0:16.631',-6200
0:16.634',-8000
0:16.637',-7400
0:16.640',-5200
0:16.643',-2000
0:16.646',2400
0:16.649',5200
0:16.652',6800
0:16.655',7600
0:16.658',7000
0:16.661',5200
0:16.664',2800
0:16.667',-200
0:16.670',-2800
0:16.673',-4800
0:16.676',-5800
0:16.679',-6200
0:16.682',-4800
0:16.685',-2400
0:16.688',400
0:16.691',2200
0:16.694',3600
0:16.697',4000
0:16.700',4000
0:16.703',3600
0:16.706',2600
0:16.709',800
0:16.712',-1000
0:16.715',-2400
0:16.718',-4000
0:16.721',-5000
0:16.724',-5400
0:16.727',-5400
0:16.730',-5400
0:16.733',-5000
0:16.736',-3800
0:16.739',-2400
0:16.742',-1200
0:16.745',2200
0:16.748',6600
0:16.751',8000
0:16.754',7400
0:16.757',6400
0:16.760',5800
0:16.763',5000
0:16.766',5400
0:16.769',5000
0:16.772',3600
0:16.775',1200
0:16.778',-1800
0:16.781',-5400
0:16.784',-8200
0:16.787',-8400
0:16.790',-8000
0:16.793',-7600
0:16.796',-6800
0:16.799',-6000
0:16.802',-4000
0:16.805',-2200
0:16.808',200
0:16.811',2200
0:16.814',3800
0:16.817',5000
0:16.820',4400
0:16.823',4400
0:16.826',5200
0:16.829',4600
0:16.832',2600
0:16.835',1000
0:16.838',400
0:16.841',-600
0:16.844',-1000
0:16.847',-1600
0:16.850',-1000
0:16.853',-400
0:16.856',-600
0:16.859',-600
0:16.862',200
0:16.865',1000
0:16.868',600
0:16.871',-1000
0:16.874',-2400
0:16.877',-2600
0:16.880',-2200
0:16.883',-2000
0:16.886',-1800
0:16.889',-1600
0:16.892',-600
0:16.895',200
0:16.898',0
0:16.901',-600
0:16.904',-200
0:16.907',1000
0:16.910',1200
0:16.913',200
0:16.916',-600
0:16.919',-1200
0:16.922',-1000
0:16.925',200
0:16.928',1200
0:16.931',1400
0:16.934',2200
0:16.937',3000
0:16.940',3000
0:16.943',0
0:16.946',-1800
0:16.949',-1400
0:16.952',-2000
0:16.955',-3000
0:16.958',-2800
0:16.961',-2800
0:16.964',-2400
0:16.967',-2000
0:16.970',-600
0:16.973',400
0:16.976',600
0:16.979',800
0:16.982',1600
0:16.985',1800
0:16.988',2200
0:16.991',2200
0:16.994',2200
0:16.997',1800
0:17.000',600
0:17.003',-400
0:17.006',-1800
0:17.009',-2600
0:17.012',-2600
0:17.015',-3000
0:17.018',-3000
0:17.021',-2800
0:17.024',-1800
0:17.027',-1000
0:17.030',-400
0:17.033',1400
0:17.036',3200
0:17.039',3800
0:17.042',3800
0:17.045',4400
0:17.048',4600
0:17.051',3400
0:17.054',2200
0:17.057',1600
0:17.060',200
0:17.063',-1600
0:17.066',-3000
0:17.069',-4000
0:17.072',-4800
0:17.075',-4400
0:17.078',-3600
0:17.081',-3400
0:17.084',-2800
0:17.087',-2200
0:17.090',-2000
0:17.093',-600
0:17.096',600
0:17.099',1800
0:17.102',1800
0:17.105',1400
0:17.108',1600
0:17.111',1600
0:17.114',1200
0:17.117',-200
0:17.120',-1000
0:17.123',-1600
0:17.126',-2000
0:17.129',-1800
0:17.132',-800
0:17.135',0
0:17.138',-400
0:17.141',-800
0:17.144',-400
0:17.147',1400
0:17.150',2600
0:17.153',3400
0:17.156',3600
0:17.159',3400
0:17.162',2800
0:17.165',2400
0:17.168',1800
0:17.171',1200
0:17.174',-200
0:17.177',-1400
0:17.180',-2000
0:17.183',-2200
0:17.186',-2800
0:17.189',-3200
0:17.192',-3800
0:17.195',-4600
0:17.198',-4200
0:17.201',-3000
0:17.204',-2200
0:17.207',-3000
0:17.210',-3200
0:17.213',-2600
0:17.216',-600
0:17.219',600
0:17.222',-600
0:17.225',200
0:17.228',2200
0:17.231',3400
0:17.234',4800
0:17.237',5600
0:17.240',4800
0:17.243',3800
0:17.246',2800
0:17.249',2200
0:17.252',1400
0:17.255',1400
0:17.258',1800
0:17.261',4200
0:17.264',6000
0:17.267',4400
0:17.270',600
0:17.273',-4800
0:17.276',-9200
0:17.279',-10400
0:17.282',-10200
0:17.285',-8800
0:17.288',-6800
0:17.291',-5800
0:17.294',-4200
0:17.297',-1000
0:17.300',2800
0:17.303',5400
0:17.306',6400
0:17.309',6400
0:17.312',4200
0:17.315',1800
0:17.318',-600
0:17.321',-2000
0:17.324',-2400
0:17.327',-2200
0:17.330',-1800
0:17.333',1200
0:17.336',3600
0:17.339',3200
0:17.342',4000
0:17.345',4800
0:17.348',3000
0:17.351',1000
0:17.354',800
0:17.357',-400
0:17.360',-3200
0:17.363',-5000
0:17.366',-5600
0:17.369',-5800
0:17.372',-5800
0:17.375',-5400
0:17.378',-4800
0:17.381',-3400
0:17.384',-800
0:17.387',1800
0:17.390',3800
0:17.393',5200
0:17.396',5800
0:17.399',6200
0:17.402',6000
0:17.405',5000
0:17.408',3600
0:17.411',2200
0:17.414',1800
0:17.417',1800
0:17.420',800
0:17.423',-1800
0:17.426',-4400
0:17.429',-5000
0:17.432',-5200
0:17.435',-5200
0:17.438',-4400
0:17.441',-3800
0:17.444',-3600
0:17.447',-3400
0:17.450',-3000
0:17.453',-2600
0:17.456',-1000
0:17.459',0
0:17.462',200
0:17.465',600
0:17.468',1800
0:17.471',2800
0:17.474',2600
0:17.477',2600
0:17.480',2600
0:17.483',2400
0:17.486',2600
0:17.489',3000
0:17.492',3200
0:17.495',2600
0:17.498',1800
0:17.502',1200
0:17.505',1400
0:17.508',400
0:17.511',-2000
0:17.514',-3200
0:17.517',-2600
0:17.520',-1000
0:17.523',-800
0:17.526',-1800
0:17.529',-1600
0:17.532',-2000
0:17.535',-3000
0:17.538',-3800
0:17.541',-4000
0:17.544',-3000
0:17.547',-1600
0:17.550',0
0:17.553',200
0:17.556',-600
0:17.559',200
0:17.562',1400
0:17.565',2200
0:17.568',2800
0:17.571',3400
0:17.574',4000
0:17.577',4600
0:17.580',4200
0:17.583',2600
0:17.586',1000
0:17.589',-400
0:17.592',-1600
0:17.595',-2000
0:17.598',-1800
0:17.601',-3000
0:17.604',-4800
0:17.607',-5000
0:17.610',-4400
0:17.613',-3800
0:17.616',-2600
0:17.619',-2000
0:17.622',-1400
0:17.625',-1000
0:17.628',-1000
0:17.631',-800
0:17.634',-600
0:17.637',-600
0:17.640',-400
0:17.643',-400
0:17.646',800
0:17.649',2200
0:17.652',3200
0:17.655',3800
0:17.658',4000
0:17.661',4000
0:17.664',3800
0:17.667',3400
0:17.670',2400
0:17.673',2000
0:17.676',1800
0:17.679',1200
0:17.682',400
0:17.685',-800
0:17.688',-1000
0:17.691',-1200
0:17.694',-1600
0:17.697',-3000
0:17.700',-4000
0:17.703',-4200
0:17.706',-4200
0:17.709',-4200
0:17.712',-3400
0:17.715',-3000
0:17.718',-2400
0:17.721',-1400
0:17.724',-200
0:17.727',1800
0:17.730',4000
0:17.733',3200
0:17.736',2200
0:17.739',3600
0:17.742',3800
0:17.745',2200
0:17.748',1400
0:17.751',600
0:17.754',-1000
0:17.757',-2800
0:17.760',-3400
0:17.763',-3400
0:17.766',-3200
0:17.769',-3400
0:17.772',-3400
0:17.775',-3600
0:17.778',-2600
0:17.781',-1000
0:17.784',800
0:17.787',2200
0:17.790',2800
0:17.793',3200
0:17.796',3000
0:17.799',2800
0:17.802',1400
0:17.805',1400
0:17.808',800
0:17.811',1800
0:17.814',1800
0:17.817',1800
0:17.820',1200
0:17.823',1200
0:17.826',1600
0:17.829',600
0:17.832',0
0:17.835',-1000
0:17.838',-1400
0:17.841',-3000
0:17.844',-3400
0:17.847',-4000
0:17.850',-3800
0:17.853',-4200
0:17.856',-4200
0:17.859',-3800
0:17.862',-3000
0:17.865',-1600
0:17.868',-400
0:17.871',1000
0:17.874',2200
0:17.877',2600
0:17.880',1800
0:17.883',1200
0:17.886',1200
0:17.889',1600
0:17.892',1800
0:17.895',2000
0:17.898',1600
0:17.901',1400
0:17.904',600
0:17.907',600
0:17.910',600
0:17.913',1200
0:17.916',2200
0:17.919',4000
0:17.922',5000
0:17.925',4600
0:17.928',1800
0:17.931',-2200
0:17.934',-6200
0:17.937',-8400
0:17.940',-9200
0:17.943',-9000
0:17.946',-8200
0:17.949',-5600
0:17.952',-1400
0:17.955',1600
0:17.958',4400
0:17.961',5400
0:17.964',4800
0:17.967',3400
0:17.970',3400
0:17.973',2400
0:17.976',-400
0:17.979',-1400
0:17.982',-1400
0:17.985',-800
0:17.988',200
0:17.991',2000
0:17.994',3800
0:17.997',5200
0:18.000',5200
0:18.003',4200
0:18.006',2400
0:18.009',-2200
0:18.012',-5800
0:18.015',-6600
0:18.018',-6200
0:18.021',-5000
0:18.024',-4200
0:18.027',-3000
0:18.030',-2600
0:18.033',-2600
0:18.036',-4200
0:18.039',-6200
0:18.042',-6400
0:18.045',-4400
0:18.048',200
0:18.051',7600
0:18.054',10000
0:18.057',9400
0:18.060',8200
0:18.063',6200
0:18.066',4600
0:18.069',3200
0:18.072',2600
0:18.075',2800
0:18.078',2800
0:18.081',2200
0:18.084',800
0:18.087',-1400
0:18.090',-4200
0:18.093',-6800
0:18.096',-7800
0:18.099',-8000
0:18.102',-7000
0:18.105',-6600
0:18.108',-5800
0:18.111',-4800
0:18.114',-3200
0:18.117',-800
0:18.120',4200
0:18.123',6600
0:18.126',5800
0:18.129',4600
0:18.132',4000
0:18.135',3000
0:18.138',2000
0:18.141',1000
0:18.144',600
0:18.147',200
0:18.150',-400
0:18.153',-600
0:18.156',-600
0:18.159',-800
0:18.162',-400
0:18.165',0
0:18.168',600
0:18.171',-200
0:18.174',1400
0:18.177',2400
0:18.180',800
0:18.183',-600
0:18.186',-2400
0:18.189',-6000
0:18.192',-6000
0:18.195',-5600
0:18.198',-7600
0:18.201',-5800
0:18.204',-4800
0:18.207',-2200
0:18.210',2600
0:18.213',4800
0:18.216',5400
0:18.219',5200
0:18.222',4400
0:18.225',3600
0:18.228',3000
0:18.231',2000
0:18.234',2000
0:18.237',2600
0:18.240',4000
0:18.243',3400
0:18.246',1800
0:18.249',200
0:18.252',-2400
0:18.255',-4800
0:18.258',-5400
0:18.261',-4600
0:18.264',-5200
0:18.267',-5800
0:18.270',-5400
0:18.273',-4200
0:18.276',-2800
0:18.279',-2000
0:18.282',-2000
0:18.285',-1000
0:18.288',600
0:18.291',1200
0:18.294',1000
0:18.297',800
0:18.300',2000
0:18.303',3400
0:18.306',4400
0:18.309',4600
0:18.312',4200
0:18.315',3600
0:18.318',2400
0:18.321',1000
0:18.324',0
0:18.327',400
0:18.330',400
0:18.333',0
0:18.336',200
0:18.339',600
0:18.342',-400
0:18.345',-1200
0:18.348',-800
0:18.351',-1400
0:18.354',-2800
0:18.357',-3000
0:18.360',-3000
0:18.363',-2800
0:18.366',-2600
0:18.369',-2200
0:18.372',-2800
0:18.375',-2400
0:18.378',-1000
0:18.381',200
0:18.384',600
0:18.387',400
0:18.390',1800
0:18.393',2200
0:18.396',2000
0:18.399',600
0:18.402',800
0:18.405',1600
0:18.408',800
0:18.411',-400
0:18.414',-600
0:18.417',-200
0:18.420',-1000
0:18.423',-1800
0:18.426',-2000
0:18.429',-2200
0:18.432',-1800
0:18.435',-1800
0:18.438',-600
0:18.441',400
0:18.444',1400
0:18.447',1800
0:18.450',2200
0:18.453',2400
0:18.456',2000
0:18.459',1400
0:18.462',800
0:18.465',400
0:18.468',400
0:18.471',600
0:18.474',800
0:18.477',800
0:18.480',1000
0:18.483',800
0:18.486',-200
0:18.489',-1800
0:18.492',-3000
0:18.495',-3200
0:18.498',-3200
0:18.502',-3600
0:18.505',-3200
0:18.508',-2800
0:18.511',-3200
0:18.514',-2600
0:18.517',-200
0:18.520',1000
0:18.523',600
0:18.526',2000
0:18.529',3000
0:18.532',2400
0:18.535',1800
0:18.538',1800
0:18.541',1400
0:18.544',200
0:18.547',600
0:18.550',-1400
0:18.553',-2000
0:18.556',-600
0:18.559',-400
0:18.562',-2600
0:18.565',-2600
0:18.568',600
0:18.571',200
0:18.574',1600
0:18.577',2400
0:18.580',1000
0:18.583',6000
0:18.586',6000
0:18.589',4000
0:18.592',-400
0:18.595',-6000
0:18.598',-7200
0:18.601',-7600
0:18.604',-8200
0:18.607',-7800
0:18.610',-7000
0:18.613',-4400
0:18.616',0
0:18.619',4200
0:18.622',5600
0:18.625',6400
0:18.628',7400
0:18.631',7200
0:18.634',4000
0:18.637',1400
0:18.640',1600
0:18.643',2600
0:18.646',1200
0:18.649',-400
0:18.652',-2200
0:18.655',-1000
0:18.658',2200
0:18.661',600
0:18.664',-3400
0:18.667',-4600
0:18.670',-4800
0:18.673',-4200
0:18.676',-3600
0:18.679',-2800
0:18.682',-2000
0:18.685',-1800
0:18.688',-1400
0:18.691',-1200
0:18.694',-1200
0:18.697',-2600
0:18.700',-4400
0:18.703',-5400
0:18.706',-3200
0:18.709',1400
0:18.712',5200
0:18.715',6600
0:18.718',7400
0:18.721',7400
0:18.724',6600
0:18.727',6600
0:18.730',7600
0:18.733',6800
0:18.736',3800
0:18.739',2200
0:18.742',400
0:18.745',-4600
0:18.748',-8800
0:18.751',-9600
0:18.754',-8600
0:18.757',-7000
0:18.760',-5400
0:18.763',-4800
0:18.766',-5000
0:18.769',-4400
0:18.772',-3000
0:18.775',-1800
0:18.778',-1000
0:18.781',800
0:18.784',2800
0:18.787',4200
0:18.790',4200
0:18.793',5200
0:18.796',5800
0:18.799',4800
0:18.802',3800
0:18.805',2600
0:18.808',1400
0:18.811',600
0:18.814',400
0:18.817',0
0:18.820',400
0:18.823',1000
0:18.826',1400
0:18.829',1400
0:18.832',1200
0:18.835',800
0:18.838',-400
0:18.841',-1800
0:18.844',-3000
0:18.847',-5800
0:18.850',-7600
0:18.853',-7800
0:18.856',-7200
0:18.859',-7000
0:18.862',-5400
0:18.865',-3000
0:18.868',-800
0:18.871',600
0:18.874',2600
0:18.877',5000
0:18.880',6600
0:18.883',6600
0:18.886',6400
0:18.889',5800
0:18.892',4800
0:18.895',4200
0:18.898',3200
0:18.901',2800
0:18.904',2000
0:18.907',0
0:18.910',-1400
0:18.913',-3000
0:18.916',-7000
0:18.919',-7800
0:18.922',-6200
0:18.925',-5000
0:18.928',-4000
0:18.931',-2600
0:18.934',-1200
0:18.937',-600
0:18.940',-200
0:18.943',0
0:18.946',0
0:18.949',-400
0:18.952',-200
0:18.955',-2000
0:18.958',-1600
0:18.961',-400
0:18.964',400
0:18.967',1600
0:18.970',3000
0:18.973',3200
0:18.976',3600
0:18.979',4600
0:18.982',5400
0:18.985',3400
0:18.988',800
0:18.991',200
0:18.994',-400
0:18.997',-200
0:19.000',0
0:19.003',-400
0:19.006',0
0:19.009',1000
0:19.012',800
0:19.015',-200
0:19.018',-1200
0:19.021',-1600
0:19.024',-2600
0:19.027',-3400
0:19.030',-4400
0:19.033',-4200
0:19.036',-3400
0:19.039',-2800
0:19.042',-2600
0:19.045',-1400
0:19.048',-800
0:19.051',0
0:19.054',600
0:19.057',1400
0:19.060',1400
0:19.063',2000
0:19.066',2000
0:19.069',2000
0:19.072',2600
0:19.075',3000
0:19.078',2800
0:19.081',1800
0:19.084',1000
0:19.087',-600
0:19.090',-1800
0:19.093',-2000
0:19.096',-2000
0:19.099',-2200
0:19.102',-2400
0:19.105',-2600
0:19.108',-2400
0:19.111',-2400
0:19.114',-1600
0:19.117',-200
0:19.120',600
0:19.123',1200
0:19.126',2600
0:19.129',2200
0:19.132',1800
0:19.135',1800
0:19.138',2400
0:19.141',3000
0:19.144',3400
0:19.147',3600
0:19.150',3400
0:19.153',2600
0:19.156',1200
0:19.159',-1400
0:19.162',-4200
0:19.165',-6200
0:19.168',-6600
0:19.171',-5800
0:19.174',-4800
0:19.177',-4000
0:19.180',-3000
0:19.183',-1800
0:19.186',-1400
0:19.189',-1200
0:19.192',-1600
0:19.195',-2000
0:19.198',-1600
0:19.201',-400
0:19.204',600
0:19.207',1400
0:19.210',2800
0:19.213',4000
0:19.216',4600
0:19.219',4600
0:19.222',4600
0:19.225',3600
0:19.228',2600
0:19.231',2000
0:19.234',1400
0:19.237',1400
0:19.240',4000
0:19.243',6200
0:19.246',4800
0:19.249',3000
0:19.252',-1800
0:19.255',-8600
0:19.258',-10800
0:19.261',-11000
0:19.264',-9800
0:19.267',-8000
0:19.270',-7000
0:19.273',-5000
0:19.276',-2400
0:19.279',200
0:19.282',3400
0:19.285',5000
0:19.288',5000
0:19.291',4600
0:19.294',4000
0:19.297',2800
0:19.300',2400
0:19.303',3600
0:19.306',3400
0:19.309',1200
0:19.312',1000
0:19.315',3800
0:19.318',3000
0:19.321',200
0:19.324',0
0:19.327',-200
0:19.330',-3400
0:19.333',-5600
0:19.336',-5400
0:19.339',-4800
0:19.342',-3600
0:19.345',-3000
0:19.348',-2200
0:19.351',-1800
0:19.354',-1600
0:19.357',-1400
0:19.360',-1200
0:19.363',-400
0:19.366',-400
0:19.369',-400
0:19.372',200
0:19.375',1600
0:19.378',3000
0:19.381',4400
0:19.384',5200
0:19.387',5400
0:19.390',5600
0:19.393',5000
0:19.396',3600
0:19.399',1800
0:19.402',0
0:19.405',-2200
0:19.408',-3800
0:19.411',-4400
0:19.414',-4800
0:19.417',-5000
0:19.420',-5000
0:19.423',-5000
0:19.426',-4200
0:19.429',-2600
0:19.432',-1200
0:19.435',0
0:19.438',800
0:19.441',1000
0:19.444',600
0:19.447',0
0:19.450',800
0:19.453',2600
0:19.456',3200
0:19.459',3600
0:19.462',3600
0:19.465',3600
0:19.468',2200
0:19.471',1000
0:19.474',800
0:19.477',400
0:19.480',600
0:19.483',0
0:19.486',200
0:19.489',200
0:19.492',-200
0:19.495',400
0:19.498',1200
0:19.502',1400
0:19.505',0
0:19.508',-2600
0:19.511',-4000
0:19.514',-4400
0:19.517',-4000
0:19.520',-3400
0:19.523',-3400
0:19.526',-3000
0:19.529',-2800
0:19.532',-3000
0:19.535',-2800
0:19.538',-1800
0:19.541',-1200
0:19.544',-400
0:19.547',1400
0:19.550',3000
0:19.553',3800
0:19.556',4400
0:19.559',4200
0:19.562',3400
0:19.565',3000
0:19.568',2000
0:19.571',2000
0:19.574',1400
0:19.577',0
0:19.580',-1800
0:19.583',-3200
0:19.586',-3400
0:19.589',-3400
0:19.592',-3000
0:19.595',-3000
0:19.598',-2600
0:19.601',-2000
0:19.604',-1600
0:19.607',-1400
0:19.610',-1200
0:19.613',-1000
0:19.616',-600
0:19.619',200
0:19.622',1400
0:19.625',2000
0:19.628',2000
0:19.631',2600
0:19.634',3400
0:19.637',3200
0:19.640',3200
0:19.643',2600
0:19.646',2200
0:19.649',1600
0:19.652',800
0:19.655',200
0:19.658',600
0:19.661',800
0:19.664',200
0:19.667',-800
0:19.670',-2000
0:19.673',-3000
0:19.676',-3600
0:19.679',-4000
0:19.682',-4200
0:19.685',-4000
0:19.688',-3600
0:19.691',-2600
0:19.694',-1200
0:19.697',-200
0:19.700',800
0:19.703',3200
0:19.706',2600
0:19.709',1200
0:19.712',1600
0:19.715',1800
0:19.718',1000
0:19.721',1000
0:19.724',1000
0:19.727',600
0:19.730',-400
0:19.733',-600
0:19.736',-1200
0:19.739',-1400
0:19.742',-1600
0:19.745',-1600
0:19.748',-2000
0:19.751',-2600
0:19.754',-1800
0:19.757',-800
0:19.760',200
0:19.763',1400
0:19.766',1200
0:19.769',1000
0:19.772',400
0:19.775',200
0:19.778',-400
0:19.781',600
0:19.784',1000
0:19.787',1400
0:19.790',1400
0:19.793',2400
0:19.796',2800
0:19.799',2400
0:19.802',1200
0:19.805',1200
0:19.808',400
0:19.811',0
0:19.814',-600
0:19.817',-1600
0:19.820',-2400
0:19.823',-3600
0:19.826',-4200
0:19.829',-4400
0:19.832',-4200
0:19.835',-3800
0:19.838',-2800
0:19.841',-2200
0:19.844',-1800
0:19.847',-1000
0:19.850',-200
0:19.853',400
0:19.856',1600
0:19.859',3800
0:19.862',5000
0:19.865',5200
0:19.868',4200
0:19.871',3600
0:19.874',2400
0:19.877',2000
0:19.880',1600
0:19.883',1400
0:19.886',1800
0:19.889',2000
0:19.892',3000
0:19.895',2600
0:19.898',1000
0:19.901',-5800
0:19.904',-9200
0:19.907',-9600
0:19.910',-8400
0:19.913',-7400
0:19.916',-6200
0:19.919',-5000
0:19.922',-2600
0:19.925',0
0:19.928',2400
0:19.931',4400
0:19.934',5200
0:19.937',5200
0:19.940',4200
0:19.943',3400
0:19.946',2000
0:19.949',1200
0:19.952',200
0:19.955',-600
0:19.958',-800
0:19.961',-600
0:19.964',200
0:19.967',1000
0:19.970',1000
0:19.973',1200
0:19.976',1000
0:19.979',400
0:19.982',-200
0:19.985',-800
0:19.988',-1600
0:19.991',-2200
0:19.994',-3000
0:19.997',-3200
0:20.000',-3200
0:20.003',-3400
0:20.006',-4000
0:20.009',-4200
0:20.012',-3600
0:20.015',-2200
0:20.018',400
0:20.021',2800
0:20.024',4800
0:20.027',6000
0:20.030',6000
0:20.033',5400
0:20.036',5400
0:20.039',5400
0:20.042',4800
0:20.045',3000
0:20.048',1200
0:20.051',-800
0:20.054',-1800
0:20.057',-3800
0:20.060',-5000
0:20.063',-6800
0:20.066',-6400
0:20.069',-5800
0:20.072',-5000
0:20.075',-4600
0:20.078',-3600
0:20.081',-3400
0:20.084',-3600
0:20.087',-1200
0:20.090',1400
0:20.093',1600
0:20.096',4200
0:20.099',4800
0:20.102',3600
0:20.105',3200
0:20.108',2600
0:20.111',1600
0:20.114',1000
0:20.117',1200
0:20.120',2200
0:20.123',1600
0:20.126',800
0:20.129',1000
0:20.132',1400
0:20.135',1200
0:20.138',400
0:20.141',400
0:20.144',-600
0:20.147',-400
0:20.150',-400
0:20.153',-600
0:20.156',-1200
0:20.159',-1200
0:20.162',-2200
0:20.165',-3400
0:20.168',-4800
0:20.171',-4400
0:20.174',-4400
0:20.177',-3000
0:20.180',-2800
0:20.183',-2800
0:20.186',-2600
